Base	Ortho	HumanVoice	MinGenVoice	PredictedVoice	Derivative	Prob	id_voice_s1	id_voice_root	id_voice_affix	no_long_v_f	no_long_v	Average
ʃɛnəθ	shenneth	4.10526315789	3.37825202937	4.65323837211	ʃɛnəðz	0.391126937982	0.0	0.304436531009	0.0	0.0	0.0	0.152218265505
pɛlθ	pelth	3.64285714286	2.94280762149	5.2505657701	pɛlθs	0.708427628349	0.0	0.0	0.195563468991	0.0	0.0	0.0977817344954
pɛlθ	pelth	3.64285714286	2.94280762149	5.2505657701	pɛlðz	0.291572371651	0.170720164204	0.304436531009	0.0	0.0	0.0	0.237578347607
dəkɛlθ	dackelth	4.92857142857	2.94280762149	4.65323837211	dəkɛlθs	0.608873062018	0.0	0.0	0.195563468991	0.0	0.0	0.0977817344954
dəkɛlθ	dackelth	4.92857142857	2.94280762149	4.65323837211	dəkɛlðz	0.391126937982	0.0	0.304436531009	0.0	0.0	0.0	0.152218265505
skɛθ	sketh	4.16666666667	3.14399626383	4.65323837211	skɛθs	0.608873062018	0.0	0.0	0.195563468991	0.0	0.0	0.0977817344954
skɛθ	sketh	4.16666666667	3.14399626383	4.65323837211	skɛðz	0.391126937982	0.0	0.304436531009	0.0	0.0	0.0	0.152218265505
ɹəstɛθ	resteth	4.04761904762	3.14399626383	4.65323837211	ɹəstɛθs	0.608873062018	0.0	0.0	0.195563468991	0.0	0.0	0.0977817344954
ɹəstɛθ	resteth	4.04761904762	3.14399626383	4.65323837211	ɹəstɛðz	0.391126937982	0.0	0.304436531009	0.0	0.0	0.0	0.152218265505
sɛŋgɪθ	sengith	3.3125	3.14399626383	4.65323837211	sɛŋgɪθs	0.608873062018	0.0	0.0	0.195563468991	0.0	0.0	0.0977817344954
sɛŋgɪθ	sengith	3.3125	3.14399626383	4.65323837211	sɛŋgɪðz	0.391126937982	0.0	0.304436531009	0.0	0.0	0.0	0.152218265505
stɚnəf	sternif	4.64285714286	2.84311924075	4.65323837211	stɚnəfs	0.608873062018	0.0	0.0	0.195563468991	0.0	0.0	0.0977817344954
stɚnəf	sternif	4.64285714286	2.84311924075	4.65323837211	stɚnəvz	0.391126937982	0.0	0.304436531009	0.0	0.0	0.0	0.152218265505
kɚf	kerf	4.1875	2.84311924075	5.2505657701	kɚfs	0.708427628349	0.0	0.0	0.195563468991	0.0	0.0	0.0977817344954
kɚf	kerf	4.1875	2.84311924075	5.2505657701	kɚvz	0.291572371651	0.170720164204	0.304436531009	0.0	0.0	0.0	0.237578347607
stɚf	sterf	4.86363636364	2.84311924075	4.65323837211	stɚfs	0.608873062018	0.0	0.0	0.195563468991	0.0	0.0	0.0977817344954
stɚf	sterf	4.86363636364	2.84311924075	4.65323837211	stɚvz	0.391126937982	0.0	0.304436531009	0.0	0.0	0.0	0.152218265505
ʃənɚf	shanurf	4.66666666667	2.84311924075	4.65323837211	ʃənɚfs	0.608873062018	0.0	0.0	0.195563468991	0.0	0.0	0.0977817344954
ʃənɚf	shanurf	4.66666666667	2.84311924075	4.65323837211	ʃənɚvz	0.391126937982	0.0	0.304436531009	0.0	0.0	0.0	0.152218265505
glɚsəf	glersif	4.23529411765	2.84311924075	4.65323837211	glɚsəfs	0.608873062018	0.0	0.0	0.195563468991	0.0	0.0	0.0977817344954
glɚsəf	glersif	4.23529411765	2.84311924075	4.65323837211	glɚsəvz	0.391126937982	0.0	0.304436531009	0.0	0.0	0.0	0.152218265505
yəstɚf	yesturf	4.88888888889	2.84311924075	4.20433545911	yəstɚfs	0.534055909852	0.0	0.0	0.195563468991	0.157222972552	0.392	0.372393220771
yəstɚf	yesturf	4.88888888889	2.84311924075	4.20433545911	yəstɚvz	0.465944090148	0.0	0.304436531009	0.0	0.157222972552	0.392	0.426829751781
kwɚθ	querth	4.875	3.37368185509	4.44340093506	kwɚθs	0.573900155843	0.0	0.0	0.195563468991	0.157222972552	0.0	0.176393220771
kwɚθ	querth	4.875	3.37368185509	4.44340093506	kwɚðz	0.426099844157	0.170720164204	0.304436531009	0.0	0.0	0.0	0.237578347607
səkɚθ	sakirth	4.55	3.37368185509	4.65323837211	səkɚθs	0.608873062018	0.0	0.0	0.195563468991	0.0	0.0	0.0977817344954
səkɚθ	sakirth	4.55	3.37368185509	4.65323837211	səkɚðz	0.391126937982	0.0	0.304436531009	0.0	0.0	0.0	0.152218265505
lɚbəθ	lurbith	3.5	3.37825202937	4.65323837211	lɚbəθs	0.608873062018	0.0	0.0	0.195563468991	0.0	0.0	0.0977817344954
lɚbəθ	lurbith	3.5	3.37825202937	4.65323837211	lɚbəðz	0.391126937982	0.0	0.304436531009	0.0	0.0	0.0	0.152218265505
wɚgəθ	wurgith	2.53333333333	3.37825202937	4.65323837211	wɚgəθs	0.608873062018	0.0	0.0	0.195563468991	0.0	0.0	0.0977817344954
wɚgəθ	wurgith	2.53333333333	3.37825202937	4.65323837211	wɚgəðz	0.391126937982	0.0	0.304436531009	0.0	0.0	0.0	0.152218265505
gənɚθ	genurth	4.33333333333	3.37368185509	4.65323837211	gənɚθs	0.608873062018	0.0	0.0	0.195563468991	0.0	0.0	0.0977817344954
gənɚθ	genurth	4.33333333333	3.37368185509	4.65323837211	gənɚðz	0.391126937982	0.0	0.304436531009	0.0	0.0	0.0	0.152218265505
